id_node,id,type,log_creation_time,catch_time,after_preprocess_time,server_catch_time,completion_time,size,id_server
5cg68,1,anomaly,1739358300.3766234,1739358300.3772943,1739358300.37744,1739358300.37967,1739358300.3800356,212,wrj9m
5cg68,2,anomaly,1739358300.4114704,1739358300.411772,1739358300.4118032,1739358300.4129908,1739358300.4131281,212,wrj9m
5cg68,3,anomaly,1739358300.4471064,1739358300.447405,1739358300.447428,1739358300.4485335,1739358300.4486556,212,wrj9m
5cg68,4,anomaly,1739358300.4818885,1739358300.4821165,1739358300.4821374,1739358300.4831257,1739358300.4832494,232,wrj9m
5cg68,5,anomaly,1739358300.5165434,1739358300.516777,1739358300.516797,1739358300.5178618,1739358300.517934,232,wrj9m
5cg68,6,anomaly,1739358300.5511963,1739358300.5514147,1739358300.5514324,1739358300.552471,1739358300.5525527,212,wrj9m
5cg68,7,anomaly,1739358300.6095903,1739358300.609823,1739358300.6098409,1739358300.611015,1739358300.611169,212,wrj9m
5cg68,8,anomaly,1739358300.6443906,1739358300.6446433,1739358300.6446886,1739358300.645752,1739358300.645923,212,wrj9m
5cg68,9,anomaly,1739358300.6791544,1739358300.6793761,1739358300.6793942,1739358300.6804078,1739358300.680507,212,wrj9m
5cg68,10,anomaly,1739358300.7138257,1739358300.7140455,1739358300.7140627,1739358300.7150745,1739358300.7151482,232,wrj9m
5cg68,11,anomaly,1739358300.7485032,1739358300.7487319,1739358300.7487497,1739358300.7497227,1739358300.749801,212,wrj9m
5cg68,12,anomaly,1739358300.7829723,1739358300.783162,1739358300.7831762,1739358300.784126,1739358300.784197,232,wrj9m
5cg68,13,anomaly,1739358300.8173413,1739358300.8175375,1739358300.8175578,1739358300.8185396,1739358300.8186011,232,wrj9m
5cg68,14,anomaly,1739358300.8546567,1739358300.8550155,1739358300.8550398,1739358300.85611,1739358300.8561823,212,wrj9m
5cg68,15,anomaly,1739358300.88943,1739358300.889651,1739358300.8896716,1739358300.8908124,1739358300.8908918,212,wrj9m
5cg68,16,anomaly,1739358300.9242873,1739358300.9245503,1739358300.9245677,1739358300.925584,1739358300.9256604,212,wrj9m
5cg68,17,anomaly,1739358300.959219,1739358300.959446,1739358300.9594731,1739358300.9605281,1739358300.9606051,212,wrj9m
5cg68,18,anomaly,1739358300.9943545,1739358300.9946098,1739358300.994627,1739358300.9958684,1739358300.995954,280,wrj9m
5cg68,19,anomaly,1739358301.0289366,1739358301.0292633,1739358301.0292783,1739358301.0304844,1739358301.0305607,212,wrj9m
5cg68,20,anomaly,1739358301.0644941,1739358301.0646963,1739358301.0647082,1739358301.0658615,1739358301.065952,212,wrj9m
5cg68,21,anomaly,1739358301.0992024,1739358301.0993683,1739358301.0993814,1739358301.1003852,1739358301.1004622,212,wrj9m
5cg68,22,anomaly,1739358301.1334023,1739358301.1335661,1739358301.1335788,1739358301.1345499,1739358301.134617,212,wrj9m
5cg68,23,anomaly,1739358301.167749,1739358301.167915,1739358301.167928,1739358301.1690192,1739358301.1690867,280,wrj9m
5cg68,24,anomaly,1739358301.2023177,1739358301.202496,1739358301.2025094,1739358301.2035565,1739358301.2036211,212,wrj9m
5cg68,25,anomaly,1739358301.2367864,1739358301.2371724,1739358301.2371879,1739358301.2381868,1739358301.2382607,212,wrj9m
5cg68,26,anomaly,1739358301.2713692,1739358301.2715745,1739358301.2715886,1739358301.2725937,1739358301.2726822,280,wrj9m
5cg68,27,anomaly,1739358301.306108,1739358301.3062954,1739358301.3063078,1739358301.3073368,1739358301.3074045,212,wrj9m
5cg68,28,anomaly,1739358301.3407855,1739358301.3411598,1739358301.341173,1739358301.3421516,1739358301.3422136,212,wrj9m
5cg68,29,anomaly,1739358301.3755622,1739358301.3757446,1739358301.3757563,1739358301.3767812,1739358301.376863,328,wrj9m
5cg68,30,anomaly,1739358301.4102912,1739358301.4104738,1739358301.4104853,1739358301.411588,1739358301.411662,212,wrj9m
5cg68,31,anomaly,1739358301.4451656,1739358301.445358,1739358301.445369,1739358301.4466598,1739358301.4467323,212,wrj9m
5cg68,32,anomaly,1739358301.4799814,1739358301.4802432,1739358301.48026,1739358301.4816835,1739358301.4817872,212,wrj9m
5cg68,33,anomaly,1739358301.5158486,1739358301.516156,1739358301.5161676,1739358301.5172002,1739358301.5172982,212,wrj9m
5cg68,34,anomaly,1739358301.5510836,1739358301.5513027,1739358301.5513144,1739358301.552369,1739358301.5524569,328,wrj9m
5cg68,35,anomaly,1739358301.586518,1739358301.5867236,1739358301.5867357,1739358301.587808,1739358301.5880108,212,wrj9m
5cg68,36,anomaly,1739358301.6214807,1739358301.621675,1739358301.6216874,1739358301.6226685,1739358301.622754,212,wrj9m
5cg68,37,anomaly,1739358301.6560721,1739358301.656351,1739358301.6563725,1739358301.6574883,1739358301.6576116,212,wrj9m
5cg68,38,anomaly,1739358301.6906855,1739358301.6909022,1739358301.690918,1739358301.6919029,1739358301.6919932,212,wrj9m
5cg68,39,anomaly,1739358301.7252183,1739358301.7254486,1739358301.725464,1739358301.726386,1739358301.7264843,212,wrj9m
5cg68,40,anomaly,1739358301.7616346,1739358301.7619061,1739358301.7619255,1739358301.7629335,1739358301.7630122,212,wrj9m
5cg68,41,anomaly,1739358301.7968128,1739358301.7976017,1739358301.797628,1739358301.7987344,1739358301.7988365,212,wrj9m
5cg68,42,anomaly,1739358301.8315175,1739358301.8317945,1739358301.831814,1739358301.8329124,1739358301.8330069,212,wrj9m
5cg68,43,anomaly,1739358301.8660662,1739358301.8662975,1739358301.8663144,1739358301.8673623,1739358301.867436,212,wrj9m
