id_node,id,type,log_creation_time,catch_time,after_preprocess_time,server_catch_time,completion_time,size,id_server
kp98m,8,vectorized_logs,1710350502.7275376,1710350502.727857,1710350502.7473948,1710350502.779351,1710350502.7794244,30663,rdffx
fccqc,8,vectorized_logs,1710350502.7273,1710350502.7276297,1710350502.7489939,1710350502.781954,1710350502.7821083,30663,rdffx
5kqvf,9,vectorized_logs,1710350502.7315185,1710350502.7320502,1710350502.7519112,1710350502.7844312,1710350502.7845688,30680,rdffx
mhr2k,9,vectorized_logs,1710350502.7601612,1710350502.7605994,1710350502.7798908,1710350502.805658,1710350502.8058636,30680,rdffx
8vxwv,10,vectorized_logs,1710350502.7627568,1710350502.7631395,1710350502.781847,1710350502.808049,1710350502.8081887,30755,rdffx
bkq55,8,vectorized_logs,1710350502.7657554,1710350502.7660732,1710350502.7856762,1710350502.8107257,1710350502.8108263,30663,rdffx
9jqpk,9,vectorized_logs,1710350502.7669964,1710350502.7673862,1710350502.786697,1710350502.8146002,1710350502.814669,30680,rdffx
g8zs6,9,vectorized_logs,1710350502.7742522,1710350502.774568,1710350502.7939959,1710350502.8190804,1710350502.819236,30680,rdffx
n56h5,8,vectorized_logs,1710350502.7741811,1710350502.7745073,1710350502.7956078,1710350502.8215845,1710350502.821694,30663,rdffx
pdq5j,9,vectorized_logs,1710350502.7776098,1710350502.7779102,1710350502.7981153,1710350502.8242352,1710350502.824365,30680,rdffx
fccqc,9,vectorized_logs,1710350502.7782729,1710350502.7786503,1710350502.800454,1710350502.839746,1710350502.8399465,30680,rdffx
kp98m,9,vectorized_logs,1710350502.7800887,1710350502.7803905,1710350502.800389,1710350502.8401024,1710350502.8401825,30680,rdffx
5kqvf,10,vectorized_logs,1710350502.7826977,1710350502.7831135,1710350502.8030636,1710350502.8426154,1710350502.8427553,30755,rdffx
mhr2k,10,vectorized_logs,1710350502.8109267,1710350502.8114626,1710350502.8311296,1710350502.8562658,1710350502.8564007,30755,rdffx
8vxwv,11,vectorized_logs,1710350502.8137836,1710350502.8141818,1710350502.8334372,1710350502.8587396,1710350502.8588061,30726,rdffx
9jqpk,10,vectorized_logs,1710350502.8176754,1710350502.8180351,1710350502.8372881,1710350502.8613877,1710350502.86148,30755,rdffx
g8zs6,10,vectorized_logs,1710350502.825232,1710350502.8255486,1710350502.844897,1710350502.8749745,1710350502.8751473,30755,rdffx
bkq55,9,vectorized_logs,1710350502.8164864,1710350502.8169475,1710350502.8448794,1710350502.8773036,1710350502.8774347,30680,rdffx
pdq5j,10,vectorized_logs,1710350502.8290346,1710350502.8293872,1710350502.849153,1710350502.8798106,1710350502.8799407,30755,rdffx
fccqc,10,vectorized_logs,1710350502.830129,1710350502.830468,1710350502.8521216,1710350502.8824031,1710350502.882531,30755,rdffx
kp98m,10,vectorized_logs,1710350502.8327591,1710350502.8330662,1710350502.8528202,1710350502.8849766,1710350502.885105,30755,rdffx
5kqvf,11,vectorized_logs,1710350502.8333743,1710350502.833747,1710350502.853574,1710350502.8875651,1710350502.8876774,30726,rdffx
n56h5,9,vectorized_logs,1710350502.8248074,1710350502.8252745,1710350502.8579948,1710350502.8902442,1710350502.8904085,30680,rdffx
mhr2k,11,vectorized_logs,1710350502.861649,1710350502.8620396,1710350502.881489,1710350502.9036493,1710350502.9038446,30726,rdffx
8vxwv,12,vectorized_logs,1710350502.8650322,1710350502.8654175,1710350502.8844352,1710350502.916289,1710350502.916461,30631,rdffx
9jqpk,11,vectorized_logs,1710350502.868416,1710350502.8687887,1710350502.887776,1710350502.918778,1710350502.9188852,30726,rdffx
bkq55,10,vectorized_logs,1710350502.8669946,1710350502.8674216,1710350502.894497,1710350502.9224381,1710350502.922534,30755,rdffx
g8zs6,11,vectorized_logs,1710350502.8759708,1710350502.87639,1710350502.8952634,1710350502.9246936,1710350502.924768,30726,rdffx
n56h5,10,vectorized_logs,1710350502.875471,1710350502.875802,1710350502.8958035,1710350502.927271,1710350502.9273458,30755,rdffx
pdq5j,11,vectorized_logs,1710350502.8797302,1710350502.880044,1710350502.899646,1710350502.929839,1710350502.9299178,30726,rdffx
fccqc,11,vectorized_logs,1710350502.8808928,1710350502.8812366,1710350502.9026916,1710350502.932441,1710350502.932538,30726,rdffx
5kqvf,12,vectorized_logs,1710350502.8840394,1710350502.8845737,1710350502.9039798,1710350502.944918,1710350502.9451854,30631,rdffx
