id_node,id,type,log_creation_time,catch_time,after_preprocess_time,server_catch_time,completion_time
hczfz,16,vectorized_logs,1706019158.7328017,1706019158.7540276,1706019158.785798,1706019159.7423913,1706019159.7812734
hczfz,17,vectorized_logs,1706019158.8345666,1706019158.8872821,1706019158.918193,1706019159.7814007,1706019159.822484
hczfz,18,vectorized_logs,1706019158.9361053,1706019159.0198195,1706019159.0502717,1706019159.8226166,1706019159.861344
hczfz,19,vectorized_logs,1706019159.0377796,1706019159.0508318,1706019159.071114,1706019159.8614879,1706019159.8966858
hczfz,20,vectorized_logs,1706019159.13928,1706019159.1725311,1706019159.2035465,1706019159.897352,1706019159.9381006
hczfz,21,vectorized_logs,1706019159.2407382,1706019159.3050692,1706019159.3366213,1706019159.9382713,1706019159.979292
hczfz,22,vectorized_logs,1706019159.342552,1706019159.4376867,1706019159.464506,1706019159.9794424,1706019160.013602
hczfz,23,vectorized_logs,1706019159.4441166,1706019159.4650216,1706019159.4853356,1706019160.013732,1706019160.0448418
hczfz,24,vectorized_logs,1706019159.5471277,1706019159.5864892,1706019159.6196501,1706019160.0449817,1706019160.0752528
hczfz,25,vectorized_logs,1706019159.6489906,1706019159.720739,1706019159.752412,1706019160.075385,1706019160.105234
hczfz,26,vectorized_logs,1706019159.7507188,1706019159.7529109,1706019159.7732055,1706019160.1053617,1706019160.1358595
hczfz,27,vectorized_logs,1706019159.8533692,1706019159.8742886,1706019159.9056349,1706019160.136018,1706019160.1649427
hczfz,28,vectorized_logs,1706019159.956383,1706019160.00683,1706019160.0382838,1706019160.1650777,1706019160.1967573
hczfz,29,vectorized_logs,1706019160.0580816,1706019160.1394804,1706019160.1703818,1706019160.1969485,1706019160.229419
hczfz,30,vectorized_logs,1706019160.1594229,1706019160.170877,1706019160.191224,1706019160.229573,1706019160.2658997
dpjfq,25,vectorized_logs,1706019159.6644652,1706019159.7231326,1706019159.7541049,1706019160.2661016,1706019160.3048604
wc4q6,25,vectorized_logs,1706019159.664467,1706019159.7431805,1706019159.77346,1706019160.3050065,1706019160.3373256
dpjfq,26,vectorized_logs,1706019159.766642,1706019159.8554409,1706019159.886372,1706019160.3374517,1706019160.374945
wc4q6,26,vectorized_logs,1706019159.7661905,1706019159.7740068,1706019159.7938116,1706019160.3751183,1706019160.4162414
dpjfq,27,vectorized_logs,1706019159.8673797,1706019159.8869166,1706019159.906763,1706019160.416387,1706019160.4535758
wc4q6,27,vectorized_logs,1706019159.8678615,1706019159.8952043,1706019159.9257839,1706019160.4537241,1706019160.4884324
dpjfq,28,vectorized_logs,1706019159.9692018,1706019160.0079303,1706019160.038563,1706019160.488576,1706019160.5208228
wc4q6,28,vectorized_logs,1706019159.9699585,1706019160.0271106,1706019160.058272,1706019160.5209649,1706019160.5534415
dpjfq,29,vectorized_logs,1706019160.0710728,1706019160.139841,1706019160.1701946,1706019160.5535705,1706019160.59014
wc4q6,29,vectorized_logs,1706019160.07164,1706019160.1597905,1706019160.190146,1706019160.5902708,1706019160.6228678
dpjfq,30,vectorized_logs,1706019160.1726425,1706019160.2714086,1706019160.3027344,1706019160.6230104,1706019160.659363
wc4q6,30,vectorized_logs,1706019160.1731412,1706019160.190697,1706019160.210568,1706019160.6595314,1706019160.6975286
dpjfq,31,vectorized_logs,1706019160.2733164,1706019160.3032963,1706019160.3233051,1706019160.6976721,1706019160.7327545
wc4q6,31,vectorized_logs,1706019160.2748504,1706019160.311877,1706019160.3434014,1706019160.732905,1706019160.770105
dpjfq,32,vectorized_logs,1706019160.3750525,1706019160.4245155,1706019160.45605,1706019160.770246,1706019160.8070853
wc4q6,32,vectorized_logs,1706019160.3767087,1706019160.4446478,1706019160.4761133,1706019160.8072157,1706019160.837414
dpjfq,33,vectorized_logs,1706019160.4766378,1706019160.5572658,1706019160.5891593,1706019160.837582,1706019160.8703601
wc4q6,33,vectorized_logs,1706019160.4784615,1706019160.57723,1706019160.6087325,1706019160.8705099,1706019160.9041142
dpjfq,34,vectorized_logs,1706019160.5773666,1706019160.5897133,1706019160.6096046,1706019160.9042377,1706019160.9435613
wc4q6,34,vectorized_logs,1706019160.579743,1706019160.6092167,1706019160.632854,1706019160.9437048,1706019160.9789047
dpjfq,35,vectorized_logs,1706019160.6801095,1706019160.7109964,1706019160.7431726,1706019160.9790337,1706019161.0092788
wc4q6,35,vectorized_logs,1706019160.681543,1706019160.7342966,1706019160.765426,1706019161.009415,1706019161.0440667
dpjfq,36,vectorized_logs,1706019160.7824657,1706019160.8446832,1706019160.8752532,1706019161.0442,1706019161.0777988
wc4q6,36,vectorized_logs,1706019160.7831273,1706019160.866556,1706019160.8974438,1706019161.0779552,1706019161.1153748
dpjfq,37,vectorized_logs,1706019160.8843825,1706019160.9765403,1706019161.0077636,1706019161.1155205,1706019161.1519494
wc4q6,37,vectorized_logs,1706019160.8843362,1706019160.8979352,1706019160.9177926,1706019161.1521282,1706019161.1922894
dpjfq,38,vectorized_logs,1706019160.9865508,1706019161.0083973,1706019161.0284944,1706019161.1924267,1706019161.2333865
wc4q6,38,vectorized_logs,1706019160.9850118,1706019161.018942,1706019161.050158,1706019161.2335186,1706019161.2695434
dpjfq,39,vectorized_logs,1706019161.0881028,1706019161.1299438,1706019161.1614075,1706019161.2696846,1706019161.3136501
wc4q6,39,vectorized_logs,1706019161.0866616,1706019161.1545,1706019161.1818647,1706019161.313786,1706019161.356516
dpjfq,40,vectorized_logs,1706019161.1899009,1706019161.2628074,1706019161.2945461,1706019161.3566465,1706019161.388768
wc4q6,40,vectorized_logs,1706019161.188069,1706019161.2830915,1706019161.3144124,1706019161.3889172,1706019161.4276266
dpjfq,41,vectorized_logs,1706019161.2912867,1706019161.29506,1706019161.3149405,1706019161.4278376,1706019161.4671617
wc4q6,41,vectorized_logs,1706019161.289284,1706019161.3149042,1706019161.334854,1706019161.467337,1706019161.511594
dpjfq,42,vectorized_logs,1706019161.3926337,1706019161.4161978,1706019161.4473982,1706019161.5117335,1706019161.5428088
wc4q6,42,vectorized_logs,1706019161.3907855,1706019161.4358966,1706019161.4717076,1706019161.542932,1706019161.57724
hczfz,31,vectorized_logs,1706019160.2612326,1706019160.2923849,1706019160.3230057,1706019161.577395,1706019161.6151452
hczfz,32,vectorized_logs,1706019160.363156,1706019160.4243658,1706019160.4559748,1706019161.6153069,1706019161.650377
hczfz,33,vectorized_logs,1706019160.4646497,1706019160.557227,1706019160.5890732,1706019161.6505194,1706019161.6840684
hczfz,34,vectorized_logs,1706019160.565714,1706019160.589646,1706019160.6101305,1706019161.6842194,1706019161.715505
hczfz,35,vectorized_logs,1706019160.6678655,1706019160.7113848,1706019160.7432222,1706019161.7156272,1706019161.7466738
hczfz,36,vectorized_logs,1706019160.7700646,1706019160.844514,1706019160.875455,1706019161.7467997,1706019161.7803075
hczfz,37,vectorized_logs,1706019160.871863,1706019160.8760097,1706019160.8962219,1706019161.7804399,1706019161.8153858
hczfz,38,vectorized_logs,1706019160.973568,1706019160.998204,1706019161.029214,1706019161.8155444,1706019161.8548887
hczfz,39,vectorized_logs,1706019161.0751295,1706019161.1308103,1706019161.1790051,1706019161.8550382,1706019161.8919404
hczfz,40,vectorized_logs,1706019161.1770039,1706019161.1797311,1706019161.2004337,1706019161.8921013,1706019161.926221
hczfz,41,vectorized_logs,1706019161.278116,1706019161.301515,1706019161.3339086,1706019161.9263678,1706019161.9640667
hczfz,42,vectorized_logs,1706019161.3795195,1706019161.4351103,1706019161.4670744,1706019161.9642587,1706019162.001861
hczfz,43,vectorized_logs,1706019161.4815023,1706019161.5684764,1706019161.6007824,1706019162.002,1706019162.0381618
hczfz,44,vectorized_logs,1706019161.5826764,1706019161.6013587,1706019161.622735,1706019162.0382957,1706019162.0715845
hczfz,45,vectorized_logs,1706019161.683625,1706019161.724024,1706019161.7549243,1706019162.0717285,1706019162.1098602
hczfz,46,vectorized_logs,1706019161.7851882,1706019161.8562257,1706019161.8869476,1706019162.1099982,1706019162.1491048
hczfz,47,vectorized_logs,1706019161.8869972,1706019161.8874948,1706019161.9078841,1706019162.1492457,1706019162.1813674
hczfz,48,vectorized_logs,1706019161.9881203,1706019162.0092382,1706019162.0408006,1706019162.1815135,1706019162.2216313
hczfz,49,vectorized_logs,1706019162.0897748,1706019162.1420147,1706019162.1770887,1706019162.2217793,1706019162.2659264
dpjfq,43,vectorized_logs,1706019161.4945755,1706019161.5485778,1706019161.580559,1706019162.266092,1706019162.3091118
wc4q6,43,vectorized_logs,1706019161.4922085,1706019161.5738673,1706019161.6051178,1706019162.3092976,1706019162.3461332
dpjfq,44,vectorized_logs,1706019161.5963826,1706019161.6819465,1706019161.7135603,1706019162.3462827,1706019162.3798952
wc4q6,44,vectorized_logs,1706019161.593926,1706019161.6056767,1706019161.6265635,1706019162.3800495,1706019162.4141304
dpjfq,45,vectorized_logs,1706019161.6972885,1706019161.7140853,1706019161.734145,1706019162.414262,1706019162.447195
wc4q6,45,vectorized_logs,1706019161.6947606,1706019161.7280025,1706019161.7599733,1706019162.4473524,1706019162.4789438
dpjfq,46,vectorized_logs,1706019161.8002286,1706019161.835459,1706019161.8663647,1706019162.4790735,1706019162.5112715
wc4q6,46,vectorized_logs,1706019161.7963536,1706019161.8614922,1706019161.8926234,1706019162.511419,1706019162.5496526
dpjfq,47,vectorized_logs,1706019161.9015908,1706019161.9676297,1706019161.9993427,1706019162.5498416,1706019162.5890117
wc4q6,47,vectorized_logs,1706019161.8981977,1706019161.9941516,1706019162.0254574,1706019162.589267,1706019162.6336243
dpjfq,48,vectorized_logs,1706019162.0029266,1706019162.1006513,1706019162.1316113,1706019162.6337562,1706019162.6688266
wc4q6,48,vectorized_logs,1706019161.999125,1706019162.0260217,1706019162.0462816,1706019162.6689641,1706019162.7046106
dpjfq,49,vectorized_logs,1706019162.1046014,1706019162.132193,1706019162.1526139,1706019162.7047443,1706019162.7437377
wc4q6,49,vectorized_logs,1706019162.1007113,1706019162.1477582,1706019162.1842785,1706019162.7439094,1706019162.7789762
dpjfq,50,vectorized_logs,1706019162.205958,1706019162.2539725,1706019162.2857215,1706019162.779113,1706019162.8153954
wc4q6,50,vectorized_logs,1706019162.2024932,1706019162.2855222,1706019162.3168,1706019162.8156028,1706019162.8556755
dpjfq,51,vectorized_logs,1706019162.3078365,1706019162.3872325,1706019162.4192939,1706019162.8558211,1706019162.8908224
wc4q6,51,vectorized_logs,1706019162.3040226,1706019162.317321,1706019162.3376598,1706019162.8909628,1706019162.9224133
dpjfq,52,vectorized_logs,1706019162.4097605,1706019162.4199545,1706019162.4402528,1706019162.9225447,1706019162.9589865
wc4q6,52,vectorized_logs,1706019162.4057233,1706019162.4393065,1706019162.4705555,1706019162.9591272,1706019162.9955251
dpjfq,53,vectorized_logs,1706019162.5114107,1706019162.5414379,1706019162.5732455,1706019162.9957304,1706019163.0350459
wc4q6,53,vectorized_logs,1706019162.5069718,1706019162.5723693,1706019162.602668,1706019163.035177,1706019163.0702329
dpjfq,54,vectorized_logs,1706019162.613069,1706019162.6745317,1706019162.705266,1706019163.0703795,1706019163.1084661
wc4q6,54,vectorized_logs,1706019162.6087427,1706019162.7050178,1706019162.7369318,1706019163.1085992,1706019163.142329
dpjfq,55,vectorized_logs,1706019162.717898,1706019162.806586,1706019162.8373473,1706019163.1424844,1706019163.1806514
wc4q6,55,vectorized_logs,1706019162.7106054,1706019162.7375228,1706019162.768942,1706019163.1807761,1706019163.2140956
dpjfq,56,vectorized_logs,1706019162.8187032,1706019162.83786,1706019162.857853,1706019163.2142587,1706019163.2540405
wc4q6,56,vectorized_logs,1706019162.8113267,1706019162.8696961,1706019162.8901067,1706019163.2541852,1706019163.2877033
dpjfq,57,vectorized_logs,1706019162.920533,1706019162.9590275,1706019162.9900262,1706019163.287846,1706019163.3272872
wc4q6,57,vectorized_logs,1706019162.9129672,1706019162.9911485,1706019163.0215468,1706019163.3274343,1706019163.3698013
dpjfq,58,vectorized_logs,1706019163.0222366,1706019163.0911295,1706019163.1251948,1706019163.3699524,1706019163.401932
wc4q6,58,vectorized_logs,1706019163.0145953,1706019163.0220535,1706019163.0421588,1706019163.4020715,1706019163.4364743
dpjfq,59,vectorized_logs,1706019163.1242507,1706019163.125676,1706019163.1458094,1706019163.4366333,1706019163.4703639
wc4q6,59,vectorized_logs,1706019163.1155143,1706019163.1434834,1706019163.174234,1706019163.470522,1706019163.5038695
dpjfq,60,vectorized_logs,1706019163.2257664,1706019163.2469723,1706019163.277996,1706019163.5040178,1706019163.542953
wc4q6,60,vectorized_logs,1706019163.216981,1706019163.276242,1706019163.3074536,1706019163.5431035,1706019163.585738
dpjfq,61,vectorized_logs,1706019163.3277888,1706019163.379356,1706019163.411917,1706019163.5858836,1706019163.6231594
wc4q6,61,vectorized_logs,1706019163.3184228,1706019163.4088933,1706019163.4389527,1706019163.6233203,1706019163.662376
dpjfq,62,vectorized_logs,1706019163.4292886,1706019163.5132513,1706019163.5459456,1706019163.6625519,1706019163.708852
wc4q6,62,vectorized_logs,1706019163.4194884,1706019163.4394634,1706019163.459455,1706019163.709047,1706019163.7542226
dpjfq,63,vectorized_logs,1706019163.5313299,1706019163.546436,1706019163.566638,1706019163.7543566,1706019163.7905462
wc4q6,63,vectorized_logs,1706019163.52049,1706019163.5608952,1706019163.591365,1706019163.7906904,1706019163.824357
dpjfq,64,vectorized_logs,1706019163.6329765,1706019163.6677072,1706019163.6999767,1706019163.8245325,1706019163.86013
wc4q6,64,vectorized_logs,1706019163.6223667,1706019163.692764,1706019163.7232482,1706019163.8602772,1706019163.8929183
dpjfq,65,vectorized_logs,1706019163.7349188,1706019163.8010902,1706019163.8331435,1706019163.8930702,1706019163.9253037
wc4q6,65,vectorized_logs,1706019163.7236109,1706019163.8247766,1706019163.855388,1706019163.92544,1706019163.9581196
wc4q6,66,vectorized_logs,1706019163.824159,1706019163.8558893,1706019163.8760126,1706019163.95829,1706019163.9943957
hczfz,50,vectorized_logs,1706019162.191354,1706019162.2780223,1706019162.299826,1706019163.9945846,1706019164.0350616
dpjfq,66,vectorized_logs,1706019163.8365936,1706019163.9345043,1706019163.966584,1706019164.0352237,1706019164.0700834
hczfz,51,vectorized_logs,1706019162.29261,1706019162.3003478,1706019162.3208222,1706019164.0702622,1706019164.1048715
dpjfq,67,vectorized_logs,1706019163.9381127,1706019163.9671097,1706019163.9871507,1706019164.1050224,1706019164.1465762
hczfz,52,vectorized_logs,1706019162.393452,1706019162.4221578,1706019162.4554622,1706019164.1467445,1706019164.1852612
dpjfq,68,vectorized_logs,1706019164.0401542,1706019164.0882573,1706019164.1195128,1706019164.185438,1706019164.2292304
hczfz,53,vectorized_logs,1706019162.4952204,1706019162.5569346,1706019162.5882988,1706019164.2294042,1706019164.276821
dpjfq,69,vectorized_logs,1706019164.1419072,1706019164.2208712,1706019164.2525928,1706019164.2769558,1706019164.3138816
hczfz,54,vectorized_logs,1706019162.5961766,1706019162.689555,1706019162.723128,1706019164.3140173,1706019164.3539996
dpjfq,70,vectorized_logs,1706019164.2429934,1706019164.253113,1706019164.2730734,1706019164.3541594,1706019164.3897197
hczfz,55,vectorized_logs,1706019162.6971326,1706019162.7236538,1706019162.743692,1706019164.3898652,1706019164.4240932
dpjfq,71,vectorized_logs,1706019164.345014,1706019164.3741696,1706019164.4060116,1706019164.4242399,1706019164.4561498
hczfz,56,vectorized_logs,1706019162.7986457,1706019162.844979,1706019162.87604,1706019164.456316,1706019164.4955242
hczfz,57,vectorized_logs,1706019162.9003773,1706019162.9773772,1706019163.008704,1706019164.4956625,1706019164.5376015
hczfz,58,vectorized_logs,1706019163.0009892,1706019163.0092494,1706019163.029066,1706019164.5377476,1706019164.5740442
hczfz,59,vectorized_logs,1706019163.10162,1706019163.130313,1706019163.1612535,1706019164.574214,1706019164.6110065
hczfz,60,vectorized_logs,1706019163.203462,1706019163.2625728,1706019163.2936075,1706019164.6111422,1706019164.6445084
hczfz,61,vectorized_logs,1706019163.3044198,1706019163.394967,1706019163.426574,1706019164.64473,1706019164.680571
hczfz,62,vectorized_logs,1706019163.4057648,1706019163.4271526,1706019163.447022,1706019164.6807044,1706019164.7120082
hczfz,63,vectorized_logs,1706019163.5073273,1706019163.5482347,1706019163.5789013,1706019164.7121422,1706019164.7539005
hczfz,64,vectorized_logs,1706019163.6088204,1706019163.6802034,1706019163.7109578,1706019164.7540848,1706019164.7896347
hczfz,65,vectorized_logs,1706019163.710149,1706019163.711499,1706019163.7312205,1706019164.7897959,1706019164.8286705
hczfz,66,vectorized_logs,1706019163.8108,1706019163.8324778,1706019163.8641872,1706019164.828794,1706019164.8616054
hczfz,67,vectorized_logs,1706019163.9124901,1706019163.9656184,1706019163.9977012,1706019164.8617487,1706019164.8934367
hczfz,68,vectorized_logs,1706019164.0137959,1706019164.098973,1706019164.1304119,1706019164.8935814,1706019164.9309194
hczfz,69,vectorized_logs,1706019164.1179256,1706019164.1309485,1706019164.150838,1706019164.9310741,1706019164.9648914
hczfz,70,vectorized_logs,1706019164.2194111,1706019164.252068,1706019164.2824986,1706019164.965037,1706019164.9968498
hczfz,71,vectorized_logs,1706019164.3216724,1706019164.3838842,1706019164.414735,1706019164.9970253,1706019165.0308862
hczfz,72,vectorized_logs,1706019164.4231844,1706019164.5164654,1706019164.548398,1706019165.0310357,1706019165.0693913
hczfz,73,vectorized_logs,1706019164.5243077,1706019164.5489159,1706019164.5708592,1706019165.0695348,1706019165.1027503
hczfz,74,vectorized_logs,1706019164.6259294,1706019164.6721811,1706019164.7029238,1706019165.1028924,1706019165.1394317
hczfz,75,vectorized_logs,1706019164.727332,1706019164.804196,1706019164.8356495,1706019165.1395895,1706019165.1718495
hczfz,76,vectorized_logs,1706019164.8288844,1706019164.836151,1706019164.8566256,1706019165.172007,1706019165.206817
hczfz,77,vectorized_logs,1706019164.9306636,1706019164.9577134,1706019164.988139,1706019165.2069685,1706019165.2411056
hczfz,78,vectorized_logs,1706019165.032289,1706019165.0893779,1706019165.1206613,1706019165.2412345,1706019165.272306
hczfz,79,vectorized_logs,1706019165.134288,1706019165.2218385,1706019165.2530339,1706019165.2724366,1706019165.3076332
hczfz,80,vectorized_logs,1706019165.235554,1706019165.2535393,1706019165.2738597,1706019165.3078065,1706019165.344585
wc4q6,67,vectorized_logs,1706019163.9273193,1706019163.9780989,1706019164.0111754,1706019165.3447378,1706019165.383525
dpjfq,72,vectorized_logs,1706019164.446994,1706019164.5072486,1706019164.5397785,1706019165.3836527,1706019165.4315593
wc4q6,68,vectorized_logs,1706019164.0288532,1706019164.1124241,1706019164.1524947,1706019165.4317322,1706019165.4699564
dpjfq,73,vectorized_logs,1706019164.548854,1706019164.6409082,1706019164.6713834,1706019165.470092,1706019165.505406
wc4q6,69,vectorized_logs,1706019164.130597,1706019164.15305,1706019164.1738582,1706019165.505541,1706019165.547168
dpjfq,74,vectorized_logs,1706019164.6509616,1706019164.671899,1706019164.6918352,1706019165.5473135,1706019165.5880241
wc4q6,70,vectorized_logs,1706019164.2319179,1706019164.274583,1706019164.2951202,1706019165.5881634,1706019165.628033
dpjfq,75,vectorized_logs,1706019164.753016,1706019164.7930624,1706019164.824221,1706019165.628167,1706019165.6623774
wc4q6,71,vectorized_logs,1706019164.3341937,1706019164.396653,1706019164.4274933,1706019165.6625023,1706019165.6930995
dpjfq,76,vectorized_logs,1706019164.8549073,1706019164.925517,1706019164.9565606,1706019165.693229,1706019165.7302089
wc4q6,72,vectorized_logs,1706019164.4357312,1706019164.5291052,1706019164.5676441,1706019165.7303813,1706019165.7692575
dpjfq,77,vectorized_logs,1706019164.9562068,1706019164.9571273,1706019164.9770682,1706019165.7694035,1706019165.804324
wc4q6,73,vectorized_logs,1706019164.5378942,1706019164.5681686,1706019164.588588,1706019165.8044913,1706019165.8431065
dpjfq,78,vectorized_logs,1706019165.0587282,1706019165.0786455,1706019165.109602,1706019165.8432808,1706019165.8803213
wc4q6,74,vectorized_logs,1706019164.6391547,1706019164.6903195,1706019164.7211952,1706019165.8804557,1706019165.9146018
dpjfq,79,vectorized_logs,1706019165.1603541,1706019165.2110229,1706019165.2419357,1706019165.9147458,1706019165.9487262
wc4q6,75,vectorized_logs,1706019164.7410853,1706019164.8224015,1706019164.8535755,1706019165.9488523,1706019165.9829767
